Calc. Date= 07-25-2023, Time= 12:53:53
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth, Y,Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle, this tilt is in Y direction)=
 =   Shown are: Ion Number, Energy (keV), X, Y, Z Position           =
 ==================  CALCULATION   DATA  =============================
  Ion Data: Name, Mass,   Energy , Energy Interval
           Ar     039.96  1keV    1eV
 =====================================================================
Ion       Energy     Depth (X)     Y           Z       Electronic   Energy Lost to
Number    (keV)    (Angstrom)  (Angstrom)  (Angstrom)  Stop.(eV/A)  Last Recoil(eV)
------- ----------- ---------- ----------- ----------- -----------  ---------------
0000001 5.0000E-01  0.0000E+00  0.0000E+00  0.0000E+00  7.5743E-01  0.0000E+00
0000001 4.9450E-01  3.4255E+00  0.0000E+00  0.0000E+00  7.5326E-01  3.0916E-01
0000001 4.8618E-01  7.4974E+00  3.2737E-02  9.6389E-02  7.4689E-01  2.1827E+00
0000001 4.8080E-01  1.0908E+01  1.3209E-01  3.9458E-01  7.4275E-01  2.6532E-01
0000001 4.5163E-01  1.7350E+01  4.2038E-01  8.4388E-01  7.1987E-01  1.9566E+01
0000001 9.4529E-02  2.3475E+01  7.5785E-01  2.5715E+00  3.2934E-01  3.5710E+02
0000001 6.5961E-02  2.5952E+01 -3.1029E+00  2.3039E+00  2.7511E-01  2.5542E+01
0000001 4.3717E-02  2.6909E+01 -6.6688E+00  1.2817E-01  2.2397E-01  2.2244E+01
0000001 1.7564E-02  2.5456E+01 -9.4823E+00 -2.2611E+00  1.4196E-01  2.6153E+01
0000001 1.5345E-02  2.4851E+01 -1.2734E+01 -1.6124E+00  1.3269E-01  2.2189E+00
0000001 2.0229E-03  2.3754E+01 -1.5404E+01 -2.8534E-02  4.8178E-02  1.3323E+01
0000001 0.0000E+00  2.2051E+01 -1.6508E+01 -1.2719E+00  0.0000E+00  8.5877E-01
0000002 5.0000E-01  0.0000E+00  0.0000E+00  0.0000E+00  7.5743E-01  0.0000E+00
0000002 4.5486E-01  3.4255E+00  0.0000E+00  0.0000E+00  7.2244E-01  3.9947E+01
0000002 4.5252E-01  6.7098E+00  3.6137E-01 -9.0353E-01  7.2057E-01  2.3440E+00
0000002 4.3815E-01  1.2539E+01  7.1586E-01 -2.8483E+00  7.0904E-01  5.4973E+00
0000002 3.5558E-01  1.8691E+01  1.3294E+00 -4.2073E+00  6.3874E-01  7.3599E+01
0000002 3.4456E-01  2.4600E+01  1.6140E+00 -2.9618E+00  6.2877E-01  3.2908E+00
0000002 1.6979E-01  3.0481E+01  2.3918E+00 -2.0355E+00  4.4139E-01  1.7409E+02
0000002 9.7809E-02  3.3811E+01  8.9591E-01  1.6233E+00  3.3500E-01  7.1985E+01
0000002 3.0989E-02  3.6848E+01  2.7516E+00  4.5783E+00  1.8856E-01  6.6800E+01
0000002 2.0913E-02  3.5945E+01  4.1532E+00  7.9097E+00  1.5490E-01  8.6710E+00
0000002 1.0097E-02  3.4766E+01  6.8810E+00  9.7090E+00  1.0764E-01  1.0815E+01
0000002 6.0030E-03  3.3636E+01  7.2417E+00  1.2538E+01  8.2994E-02  3.5131E+00
0000002 4.4837E-03  3.3296E+01  9.1465E+00  1.4587E+01  7.1726E-02  1.1879E+00
0000002 3.4906E-03  3.3650E+01  1.0049E+01  1.7097E+01  6.3287E-02  9.9309E-01
0000002 2.0739E-03  3.4871E+01  1.1514E+01  1.8845E+01  4.8781E-02  1.0893E+00
0000002 0.0000E+00  3.6666E+01  1.1553E+01  2.0421E+01  0.0000E+00  1.6326E+00
0000003 5.0000E-01  0.0000E+00  0.0000E+00  0.0000E+00  7.5743E-01  0.0000E+00
0000003 4.2623E-01  3.4255E+00  0.0000E+00  0.0000E+00  6.9933E-01  7.3767E+01
0000003 3.6576E-01  7.0252E+00 -1.3863E+00 -5.6540E-01  6.4783E-01  6.0472E+01
0000003 1.5432E-01  1.1563E+01 -2.7522E+00  5.6059E-01  4.2080E-01  2.1144E+02
0000003 1.4509E-01  1.5753E+01  9.7227E-03  1.2687E+00  4.0802E-01  9.2307E+00
0000003 1.4189E-01  1.9583E+01  2.6203E+00  3.1566E+00  4.0349E-01  3.1998E+00
0000003 1.0600E-01  2.3814E+01  4.8592E+00  4.5396E+00  3.4876E-01  3.5885E+01
0000003 1.0053E-01  2.7301E+01  7.8748E+00  3.6262E+00  3.3963E-01  5.4737E+00
0000003 9.4623E-02  3.0114E+01  1.1167E+01  1.9290E+00  3.2950E-01  2.7490E+00
0000003 1.9354E-02  3.2604E+01  1.4866E+01  8.1593E-01  1.4902E-01  7.2241E+01
0000003 1.3290E-02  3.1166E+01  1.7938E+01  1.3015E+00  1.2349E-01  5.0425E+00
0000003 1.1028E-02  2.9735E+01  2.0521E+01  3.3273E-02  1.1249E-01  2.2615E+00
0000003 6.6490E-03  2.8425E+01  2.3345E+01  7.5881E-02  8.7345E-02  4.3794E+00
0000003 4.8458E-03  2.5890E+01  2.4615E+01  4.8798E-01  7.4566E-02  1.8032E+00
0000003 2.2349E-03  2.3497E+01  2.5416E+01 -5.3598E-01  5.0639E-02  2.2048E+00
0000003 0.0000E+00  2.1286E+01  2.5792E+01  3.6407E-01  0.0000E+00  2.0125E+00
0000004 5.0000E-01  0.0000E+00  0.0000E+00  0.0000E+00  7.5743E-01  0.0000E+00
0000004 4.9740E-01  6.8499E+00  5.3266E-02  6.7737E-02  7.5546E-01  2.2859E+00
