Calc. Date= 07-25-2023, Time= 12:57:03
============================== SRIM-2013.00 ==============================
 =====================================================================
 =                   Ion Energy vs Position File                     =
 =====================================================================
 =   AXIS DEFINITIONS: X=Depth, Y,Z= Lateral plane of target surface.=
 =   (If beam enters target at an angle, this tilt is in Y direction)=
 =   Shown are: Ion Number, Energy (keV), X, Y, Z Position           =
 ==================  CALCULATION   DATA  =============================
  Ion Data: Name, Mass,   Energy , Energy Interval
           Ar     039.96  keV    1eV
 =====================================================================
Ion       Energy     Depth (X)     Y           Z       Electronic   Energy Lost to
Number    (keV)    (Angstrom)  (Angstrom)  (Angstrom)  Stop.(eV/A)  Last Recoil(eV)
------- ----------- ---------- ----------- ----------- -----------  ---------------
0000001 1.2500E-01  0.0000E+00  0.0000E+00  0.0000E+00  3.7872E-01  0.0000E+00
0000001 1.2144E-01  3.4255E+00  0.0000E+00  0.0000E+00  3.7329E-01  9.6284E-01
0000001 1.1607E-01  6.8375E+00  9.7685E-02  2.8762E-01  3.6495E-01  2.8105E+00
0000001 1.1271E-01  1.0162E+01  3.5892E-01  1.0698E+00  3.5962E-01  8.6550E-01
0000001 9.6884E-02  1.4812E+01  9.9777E-01  1.8471E+00  3.3342E-01  1.2403E+01
0000001 1.1399E-02  1.8776E+01  1.8171E+00  4.0679E+00  1.1436E-01  8.5485E+01
0000001 5.3594E-03  2.0307E+01 -8.6879E-01  4.5610E+00  7.8418E-02  5.3232E+00
0000001 2.2634E-03  2.0368E+01 -3.3456E+00  3.3279E+00  5.0962E-02  3.0960E+00
0000001 0.0000E+00  1.8622E+01 -4.5849E+00  2.1985E+00  0.0000E+00  1.7969E+00
0000002 1.2500E-01  0.0000E+00  0.0000E+00  0.0000E+00  3.7872E-01  0.0000E+00
0000002 1.1534E-01  3.4255E+00  0.0000E+00  0.0000E+00  3.6380E-01  7.0609E+00
0000002 1.1149E-01  6.7507E+00  6.2191E-01 -5.3838E-01  3.5766E-01  1.3645E+00
0000002 1.1073E-01  1.0041E+01  1.5294E+00 -8.3295E-01  3.5645E-01  7.5561E-01
