# eventID	energy_keV
  113217	0.000
  113218	1063.655
  113218	569.697
  113218	73.039
  113219	569.697
  113220	1770.215
  113220	569.697
  113221	1063.655
  113221	569.697
  113221	73.039
  113222	569.697
  113222	75.251
  113223	1063.655
  113223	569.697
  113223	73.039
  113223	12.656
  113224	73.039
  113224	9.216
  113224	569.697
  113224	75.250
  113225	1063.655
  113225	569.697
  113225	12.792
  113226	1770.215
  113226	569.697
  113226	10.551
  113227	1063.655
  113227	569.697
  113227	73.039
  113227	14.816
  113228	1063.655
  113228	569.697
  113228	75.250
  113228	2.442
  113229	1063.655
  113229	569.697
  113230	1063.655
  113230	569.697
  113230	73.039
  113231	1770.215
  113231	569.697
  113231	10.551
  113232	85.236
  113232	0.000
  113232	569.697
  113232	84.741
  113233	1063.655
  113233	569.697
  113233	9.216
  113233	2.341
  113234	85.235
  113234	569.697
  113235	1063.655
  113235	569.697
  113235	10.551
  113236	1063.655
  113236	569.697
  113236	73.039
  113237	1063.655
  113237	569.697
  113237	75.250
  113237	10.551
  113238	1063.655
  113238	252.085
  113238	87.656
  113239	1063.655
  113239	569.697
  113239	75.250
  113240	1063.655
  113240	569.697
  113240	12.605
  113241	1770.215
  113241	569.697
  113242	1063.655
  113242	569.697
  113242	73.039
  113242	12.656
  113243	1063.655
  113243	569.697
  113243	73.039
  113244	1063.655
  113244	569.697
  113244	15.759
  113245	1063.655
  113245	569.697
  113245	10.551
  113246	1063.655
  113246	569.697
  113246	85.236
  113247	1063.655
  113247	569.697
  113247	88.202
  113248	569.697
  113248	75.250
  113249	1063.655
  113249	569.697
  113249	85.236
  113250	1063.655
  113250	569.697
  113251	1063.655
  113251	569.697
  113251	75.250
  113251	10.551
  113252	75.250
  113252	569.697
  113252	73.039
  113252	2.341
  113253	1063.655
  113253	569.697
  113253	84.741
  113254	84.741
  113254	569.697
  113254	75.250
  113255	1063.655
  113255	569.697
  113256	1063.655
  113256	569.697
  113256	75.250
  113256	10.551
  113257	1063.655
  113257	569.697
  113257	73.039
  113258	1063.655
  113258	569.697
  113258	87.534
  113259	1063.655
  113259	569.697
  113259	75.250
  113259	10.551
  113260	1063.655
  113260	569.697
  113261	1063.655
  113261	569.697
  113261	75.250
  113262	1063.655
  113262	569.697
  113263	1063.655
  113263	569.697
  113263	73.039
  113264	1063.655
  113264	569.697
  113264	73.039
  113265	1063.655
  113265	569.697
  113265	75.250
  113266	1063.655
  113266	569.697
  113266	73.039
  113267	1063.655
  113267	569.697
  113267	10.551
  113268	1063.655
  113268	569.697
  113268	75.250
  113268	10.551
  113269	569.697
  113270	569.697
  113270	75.250
  113271	1063.655
  113271	569.697
  113271	85.235
  113272	1063.655
  113272	569.697
  113272	75.250
  113273	1063.655
  113273	569.697
  113273	73.039
  113274	1063.655
  113274	569.697
  113274	73.039
  113275	1063.655
  113275	569.697
  113275	85.235
  113276	1063.655
  113276	569.697
  113276	73.039
  113276	14.816
  113277	1063.655
  113277	569.697
  113277	0.000
  113278	1063.655
  113278	569.697
  113278	75.250
  113279	1063.655
  113279	569.697
  113279	75.250
  113279	10.551
  113280	1063.655
  113280	569.697
  113280	73.039
  113281	1063.655
  113281	569.697
  113282	1063.655
  113282	569.697
  113282	75.250
  113282	10.551
  113283	1063.655
  113283	569.697
  113283	75.250
  113284	1063.655
  113284	569.697
  113284	75.250
  113284	10.551
  113285	1063.655
  113285	569.697
  113285	2.341
  113286	1063.655
  113286	569.697
  113286	75.250
  113286	10.551
  113286	0.000
  113287	1063.655
  113287	569.697
  113287	73.039
  113287	12.656
  113288	569.697
  113288	12.298
  113289	1063.655
  113289	569.697
  113289	12.792
  113289	2.442
  113289	2.341
  113290	569.697
  113290	73.038
  113291	1063.655
  113291	569.697
  113291	12.656
  113292	569.697
  113292	85.235
  113293	1770.215
  113293	569.697
  113294	1063.655
  113294	569.697
  113294	84.741
  113295	1063.655
  113295	569.697
  113295	85.236
  113296	1063.655
  113296	569.697
  113296	73.039
  113296	12.656
  113297	1063.655
  113297	569.697
  113297	10.551
  113297	10.445
  113298	1063.655
  113298	569.697
  113298	75.250
  113299	1063.655
  113299	569.697
  113299	75.250
  113300	1063.655
  113300	569.697
  113301	1063.655
  113301	569.697
  113302	1063.655
  113302	569.697
  113302	73.039
  113303	1063.655
  113303	75.250
  113303	75.250
  113303	0.000
  113304	75.250
  113304	569.697
  113304	87.656
  113305	1063.655
  113305	569.697
  113306	1063.655
  113306	569.697
  113306	75.250
  113307	1063.655
  113307	569.697
  113307	73.039
  113308	1063.655
  113308	569.697
  113308	73.039
  113309	1063.655
  113309	569.697
  113309	73.039
  113310	1770.215
  113310	569.697
  113310	10.551
  113311	1063.655
  113311	569.697
  113311	75.250
  113311	1.855
  113312	1063.655
  113312	569.697
  113313	1063.655
  113313	569.697
  113313	73.039
  113314	569.697
  113314	87.535
  113315	1063.655
  113315	569.697
  113315	73.039
  113315	14.816
  113316	1063.655
  113316	569.697
  113316	73.039
  113317	73.039
  113317	12.656
  113317	569.697
  113317	84.741
  113318	1063.655
  113318	569.697
  113318	73.039
  113318	12.656
  113319	569.697
  113319	73.039
  113319	10.551
  113320	1063.655
  113320	569.697
  113320	84.740
  113321	1063.655
  113321	569.697
  113321	75.250
  113322	1063.655
  113322	569.697
  113322	75.250
  113323	1063.655
  113323	569.697
  113323	75.250
  113324	1063.655
  113324	569.697
  113324	75.250
  113324	10.551
  113325	1063.655
  113325	569.697
  113325	75.250
  113326	1063.655
  113326	569.697
  113326	85.235
  113327	1770.215
  113327	569.697
  113327	10.551
  113328	1063.655
  113328	569.697
  113328	85.236
  113329	1063.655
  113329	569.697
  113329	12.656
  113329	12.627
  113330	75.251
  113330	569.697
  113330	85.235
  113331	1063.655
  113331	569.697
  113331	73.039
  113332	1063.655
  113332	569.697
  113332	75.250
  113332	10.551
  113333	1063.655
  113333	569.697
  113333	73.039
  113333	12.656
  113334	1063.655
  113334	569.697
  113334	73.039
  113335	1063.655
  113335	569.697
  113335	75.250
  113336	1063.655
  113336	569.697
  113337	1063.655
  113337	569.697
  113337	73.039
  113338	1063.655
  113338	569.697
  113338	75.250
  113339	1063.655
  113339	569.697
  113339	12.298
  113340	569.697
  113340	75.250
  113341	1063.655
  113341	569.697
  113341	75.250
  113342	1063.655
  113342	569.697
  113342	75.250
  113342	12.627
  113343	1063.655
  113343	569.697
  113343	75.250
  113343	10.551
  113344	1063.655
  113344	569.697
  113344	73.039
  113345	1063.655
  113345	569.697
  113345	85.235
  113346	1063.655
  113346	569.697
  113346	75.250
  113346	2.401
  113347	1063.655
  113347	569.697
  113347	10.551
  113348	1063.655
  113348	569.697
  113348	10.551
  113349	1063.655
  113349	569.697
  113350	1063.655
  113350	569.697
  113350	75.250
  113350	10.551
  113351	1063.655
  113351	569.697
  113352	1063.655
  113352	569.697
  113353	1063.655
  113353	569.697
  113353	75.250
  113354	1063.655
  113354	73.039
  113354	75.250
  113355	569.697
  113355	75.250
  113356	1770.215
  113356	569.697
  113357	1063.655
  113357	569.697
  113357	2.341
  113358	1063.655
  113358	569.697
  113358	12.656
  113359	569.697
  113359	75.250
  113359	10.551
  113360	1063.655
  113360	569.697
  113361	1063.655
  113361	569.697
  113362	1063.655
  113362	569.697
  113362	84.741
  113363	1063.655
  113363	569.697
  113363	75.250
  113364	73.039
  113364	12.656
  113364	569.697
  113365	1770.215
  113365	569.697
  113365	12.656
  113366	73.039
  113366	12.656
  113366	84.740
  113367	1063.655
  113367	569.697
  113367	85.236
  113368	1770.215
  113368	569.697
  113369	85.236
  113369	569.697
  113369	75.250
  113370	85.235
  113370	569.697
  113370	75.250
  113371	569.697
  113371	87.534
  113372	1063.655
  113372	569.697
  113372	75.250
  113373	1063.655
  113373	569.697
  113374	1063.655
  113374	569.697
  113374	73.216
  113374	10.551
  113375	1063.655
  113375	569.697
  113375	75.250
  113376	1063.655
  113376	349.960
  113376	75.250
  113377	569.697
  113377	73.039
  113378	1063.655
  113378	569.697
  113378	12.298
  113379	1063.655
  113379	569.697
  113379	10.445
  113379	10.551
  113380	1063.655
  113380	569.697
  113381	1770.215
  113381	569.697
  113382	1770.215
  113382	569.697
  113383	1063.655
  113383	569.697
  113383	73.039
  113383	12.656
  113384	1063.655
  113384	569.697
  113384	85.235
  113385	1063.655
  113385	569.697
  113386	85.236
  113386	569.697
  113386	75.250
  113386	10.551
  113387	1063.655
  113387	569.697
  113387	12.656
  113388	1063.655
  113388	569.697
  113389	569.697
  113389	75.249
  113390	1063.655
  113390	569.697
  113390	75.250
  113391	1063.655
  113391	569.697
  113391	75.250
  113392	1063.655
  113392	569.697
  113392	75.250
  113393	569.697
  113393	73.039
  113394	569.697
  113394	73.039
  113394	12.656
  113395	1063.655
  113395	569.697
  113395	75.250
  113395	10.551
  113396	569.697
  113396	75.250
  113397	1063.655
  113397	569.697
  113398	73.039
  113398	569.697
  113398	75.250
  113399	1063.655
  113399	569.697
  113399	75.250
  113400	1063.655
  113400	569.697
  113400	73.039
  113401	1770.215
  113401	569.697
  113402	1063.655
  113402	569.697
  113402	12.656
  113403	1063.655
  113403	569.697
  113403	75.250
  113403	10.551
  113404	1063.655
  113404	569.697
  113405	1063.655
  113405	569.697
  113405	85.235
  113406	1063.655
  113406	569.697
  113406	75.250
  113407	1063.655
  113407	569.697
  113407	85.236
  113408	87.656
  113408	569.697
  113408	85.235
  113409	1063.655
  113409	569.697
  113409	75.250
  113410	1063.655
  113410	569.697
  113410	75.250
  113410	12.627
  113411	1063.655
  113411	569.697
  113411	84.741
  113412	1063.655
  113412	569.697
  113412	73.039
  113413	1063.655
  113413	569.697
  113414	1063.655
  113414	569.697
  113414	85.235
  113415	1063.655
  113415	569.697
  113415	73.039
  113415	15.222
  113416	1063.655
  113416	569.697
  113416	73.039
  113416	12.656
  113417	1063.655
  113417	569.697
  113417	85.235
  113418	1063.655
  113418	569.697
  113418	12.792
  113419	1063.655
  113419	569.697
  113419	73.039
  113420	1063.655
  113420	569.697
  113420	10.551
  113421	1063.655
  113421	569.697
  113422	1063.655
  113422	569.697
  113422	85.236
  113423	1063.655
  113423	569.697
  113423	75.250
  113424	1063.655
  113424	569.697
  113424	85.236
  113425	1063.655
  113425	569.697
  113426	569.697
  113426	75.250
  113427	1063.655
  113427	569.697
  113427	73.039
  113428	1063.655
  113428	569.697
  113428	75.250
  113429	569.697
  113429	73.040
  113430	569.697
  113430	75.250
  113431	1063.655
  113431	569.697
  113431	12.628
  113432	1063.655
  113432	569.697
  113432	75.250
  113432	10.551
  113433	1063.655
  113433	569.697
  113433	87.534
  113434	1063.655
  113434	75.250
  113434	73.039
  113435	1063.655
  113435	569.697
  113435	75.250
  113435	10.551
  113436	1063.655
  113436	569.697
  113436	75.250
  113437	1063.655
  113437	569.697
  113437	85.235
  113438	1063.655
  113438	569.697
  113438	75.250
  113439	1063.655
  113439	569.697
  113439	2.642
  113440	1063.655
  113440	569.697
  113441	1063.655
  113441	569.697
  113442	569.697
  113442	73.039
  113443	1063.655
  113443	569.697
  113443	73.039
  113444	569.697
  113445	1063.655
  113445	569.697
  113445	73.039
  113445	12.656
  113446	87.534
  113446	569.697
  113447	1063.655
  113447	569.697
  113447	75.250
  113448	1063.655
  113448	569.697
  113448	10.551
  113449	1063.655
  113449	569.697
  113450	1063.655
  113450	569.697
  113450	84.740
  113450	3.520
  113451	1063.655
  113451	569.697
  113452	1770.215
  113452	569.697
  113452	10.551
  113453	1063.655
  113453	569.697
  113453	73.039
  113454	1063.655
  113454	569.697
  113454	15.091
  113455	1063.655
  113455	569.697
  113455	75.250
  113455	12.628
  113456	1063.655
  113456	569.697
  113456	9.216
  113456	2.642
  113457	1063.655
  113457	569.697
  113457	75.250
  113457	10.551
  113458	1063.655
  113458	569.697
  113459	1063.655
  113459	569.697
  113459	73.039
  113459	12.656
  113460	1063.655
  113460	569.697
  113460	87.656
  113461	0.000
  113461	569.697
  113461	0.000
  113462	1063.655
  113462	569.697
  113462	85.236
  113463	685.972
  113463	73.039
  113463	12.656
  113463	73.039
  113464	1063.655
  113464	569.697
  113464	75.250
  113465	1063.655
  113465	569.697
  113465	84.740
  113466	1063.655
  113466	569.697
  113467	1063.655
  113467	569.697
  113467	12.656
  113468	1063.655
  113468	569.697
  113468	75.250
  113469	85.235
  113469	569.697
  113469	75.250
  113469	10.551
  113470	1063.655
  113470	569.697
  113470	75.250
  113471	1063.655
  113471	569.697
  113471	75.250
  113472	569.697
  113472	75.249
  113472	10.445
  113473	1063.655
  113473	0.000
  113473	0.000
  113474	1063.655
  113474	569.697
  113474	84.740
  113474	2.442
  116412	1063.655
  116412	569.697
  116413	1063.655
  116413	569.697
  116414	1770.215
  116414	569.697
  116415	1063.655
  116415	569.697
  116416	1063.655
  116416	569.697
  116417	569.697
  116418	1063.655
  116418	569.697
  116418	75.250
  116419	1063.655
  116419	569.697
  116419	73.039
  116420	1063.655
  116420	569.697
  116420	75.250
  116421	1770.215
  116421	569.697
  116421	12.792
  116422	1063.655
  116422	569.697
  116423	1063.655
  116423	569.697
  116423	75.250
  116424	75.250
  116424	569.697
  116424	12.298
  116425	1063.655
  116425	569.697
  116425	73.039
  116425	12.656
  116426	1063.655
  116426	569.697
  116426	12.656
  116426	10.551
  116427	1063.655
  116427	569.697
  116428	1063.655
  116428	569.697
  116428	73.039
  116428	12.656
  116429	75.250
  116429	569.697
  116429	10.551
  116430	1063.655
  116430	569.697
  116430	75.250
  116430	13.014
  116431	1063.655
  116431	569.697
  116431	0.000
  116431	10.551
  116432	569.697
  116432	12.656
  116433	569.697
  116434	1063.655
  116434	569.697
  116434	75.250
  116434	12.627
  116435	1063.655
  116435	569.697
  116435	73.039
  116436	569.697
  116437	1063.655
  116437	569.697
  116437	73.039
  116437	10.551
  116438	1063.655
  116438	569.697
  116438	85.235
  116439	1063.655
  116439	569.697
  116439	75.250
  116439	10.551
  116440	1063.655
  116440	569.697
  116440	75.250
  116441	1063.655
  116441	569.697
  116441	85.236
  116442	10.551
  116442	569.697
  116442	85.236
  116443	1063.655
  116443	569.697
  116443	75.250
  116443	10.551
  116444	1770.215
  116444	569.697
  116445	87.854
  116445	569.697
  116446	569.697
  116446	3.029
  116447	1063.655
  116447	75.250
  116447	75.250
  116448	569.697
  116448	73.039
  116449	569.697
  116449	84.740
  116450	1063.655
  116450	569.697
  116450	10.551
  116451	569.697
  116451	66.447
  116451	12.656
  116452	1063.655
  116452	569.697
  116453	1063.655
  116453	569.697
  116453	75.250
  116454	569.697
  116454	87.533
  116455	1063.655
  116455	569.697
  116456	1063.655
  116456	569.697
  116456	73.039
  116457	1063.655
  116457	569.697
  116457	85.236
  116458	1063.655
  116458	569.697
  116458	73.039
  116458	12.656
  116459	1063.655
  116459	569.697
  116459	75.250
  116460	1063.655
  116460	569.697
  116460	73.039
  116460	12.656
  116461	1063.655
  116461	569.697
  116462	1063.655
  116462	569.697
  116462	75.250
  116462	10.551
  116463	87.534
  116463	569.697
  116463	73.039
  116464	1063.655
  116464	569.697
  116464	73.039
  116464	12.656
  116465	1063.655
  116465	569.697
  116465	75.250
  116466	1063.655
  116466	569.697
  116466	84.741
  116467	1063.655
  116467	569.697
  116468	1063.655
  116468	569.697
  116468	75.250
  116468	9.216
  116469	1063.655
  116469	569.697
  116469	73.039
  116469	2.442
  116470	1063.655
  116470	569.697
  116470	75.250
  116470	10.445
  116471	1063.655
  116471	569.697
  116471	84.741
  116472	1063.655
  116472	569.697
  116472	75.250
  116473	1063.655
  116473	569.697
  116473	73.039
  116473	14.816
  116474	1063.655
  116474	569.697
  116474	73.039
  116474	12.656
  116475	1063.655
  116475	569.697
  116476	1063.655
  116476	569.697
  116477	1063.655
  116477	569.697
  116477	75.250
  116477	10.445
  116478	1063.655
  116478	569.697
  116478	75.250
  116479	1063.655
  116479	569.697
  116480	569.697
  116480	75.250
  116480	10.551
  116481	1063.655
  116481	569.697
  116481	73.039
  116482	1063.655
  116482	569.697
  116483	1063.655
  116483	569.697
  116483	15.759
  116484	1063.655
  116484	569.697
  116484	73.039
  116484	12.656
  116485	1063.655
  116485	569.697
  116485	75.250
  116486	1063.655
  116486	569.697
  116486	73.039
  116487	1063.655
  116487	569.697
  116488	1063.655
  116488	569.697
  116489	1063.655
  116489	569.697
  116489	75.250
  116489	10.551
  116490	1063.655
  116490	569.697
  116491	1063.655
  116491	569.697
  116491	73.039
  116492	1063.655
  116492	569.697
  116492	73.039
  116492	14.816
  116493	1063.655
  116493	569.697
  116493	75.250
  116494	73.039
  116494	569.697
  116494	85.235
  116494	2.642
  116495	1063.655
  116495	569.697
  116495	85.235
  116496	1063.655
  116496	569.697
  116496	75.250
  116496	10.551
  116497	1063.655
  116497	569.697
  116497	75.250
  116498	1063.655
  116498	569.697
  116498	73.039
  116498	12.656
  116499	1063.655
  116499	569.697
  116500	1063.655
  116500	569.697
  116500	73.039
  116500	2.341
  116501	1770.215
  116501	569.697
  116501	12.627
  116502	569.697
  116502	75.250
  116502	12.605
  116503	1063.655
  116503	569.697
  116503	84.741
  116504	73.039
  116504	0.000
  116504	569.697
  116504	73.039
  116505	1770.215
  116505	569.697
  116506	1063.655
  116506	569.697
  116506	2.442
  116507	1063.655
  116507	569.697
  116507	12.298
  116508	1063.655
  116508	569.697
  116508	73.039
  116509	1063.655
  116509	569.697
  116509	75.250
  116509	0.000
  116510	1063.655
  116510	569.697
  116510	75.250
  116511	1063.655
  116511	569.697
  116511	85.235
  116512	1063.655
  116512	569.697
  116512	75.250
  116512	12.605
  116513	1063.655
  116513	569.697
  116513	73.039
  116514	569.697
  116514	73.038
  116515	75.250
  116515	10.551
  116515	569.697
  116515	73.039
  116515	12.656
  116516	1063.655
  116516	569.697
  116516	75.250
  116517	569.697
  116517	75.250
  116517	10.551
  116518	1063.655
  116518	569.697
  116519	1063.655
  116519	569.697
  116519	73.039
  116520	1770.215
  116520	569.697
  116521	1063.655
  116521	569.697
  116522	1063.655
  116522	569.697
  116522	84.741
  116523	1063.655
  116523	569.697
  116523	75.250
  116524	1063.655
  116524	569.697
  116525	1063.655
  116525	569.697
  116526	1063.655
  116526	569.697
  116527	1063.655
  116527	569.697
  116527	75.250
  116528	1063.655
  116528	569.697
  116528	73.039
  116528	12.656
  116529	1770.215
  116529	569.697
  116529	10.551
  116530	12.656
  116530	569.697
  116530	75.250
  116531	1063.655
  116531	569.697
  116531	73.039
  116532	1063.655
  116532	569.697
  116532	75.250
  116533	1770.215
  116533	569.697
  116533	12.792
  116534	1063.655
  116534	569.697
  116534	87.656
  116535	1063.655
  116535	569.697
  116536	1063.655
  116536	569.697
  116536	75.250
  116537	1063.655
  116537	569.697
  116537	75.250
  116537	10.551
  116538	1063.655
  116538	569.697
  116539	1063.655
  116539	569.697
  116539	85.235
  116540	569.697
  116540	75.250
  116540	12.628
  116541	1063.655
  116541	569.697
  116541	10.551
  116542	1063.655
  116542	362.161
  116543	1063.655
  116543	569.697
  116543	75.250
  116544	1063.655
  116544	569.697
  116545	1063.655
  116545	569.697
  116545	75.250
  116545	10.551
  116546	1770.215
  116546	569.697
  116546	10.551
  116547	75.249
  116547	10.551
  116547	569.697
  116547	73.039
  116548	1063.655
  116548	569.697
  116549	569.697
  116550	1063.655
  116550	569.697
  116550	75.250
  116551	1063.655
  116551	569.697
  116551	85.236
  116552	1063.655
  116552	569.697
  116552	10.551
  116553	1063.655
  116553	569.697
  116553	75.250
  116554	1063.655
  116554	569.697
  116555	1063.655
  116555	569.697
  116555	75.250
  116555	10.551
  116556	1063.655
  116556	569.697
  116556	75.250
  116557	1063.655
  116557	569.697
  116557	75.250
  116558	1063.655
  116558	569.697
  116558	85.235
  116559	1063.655
  116559	569.697
  116559	75.250
  116560	569.697
  116560	75.250
  116560	10.551
  116561	1063.655
  116561	569.697
  116561	73.039
  116561	12.656
  116562	1063.655
  116562	569.697
  116562	75.250
  116563	569.697
  116563	73.039
  116564	569.697
  116564	75.250
  116564	10.551
  116565	1063.655
  116565	569.697
  116565	75.250
  116566	1770.215
  116566	569.697
  116566	12.656
  116567	1063.655
  116567	569.697
  116567	87.656
  116568	1063.655
  116568	437.552
  116568	75.250
  116569	1063.655
  116569	569.697
  116569	87.656
  116570	1063.655
  116570	569.697
  116570	75.250
  116571	1063.655
  116571	569.697
  116571	10.551
  116572	1063.655
  116572	569.697
  116573	1063.655
  116573	569.697
  116573	75.250
  116574	1063.655
  116574	569.697
  116574	85.235
  116575	1063.655
  116575	569.697
  116576	1063.655
  116576	569.697
  116576	87.656
  116577	1063.655
  116577	569.697
  116578	1063.655
  116578	569.697
  116578	2.341
  116579	1770.215
  116579	569.697
  116580	1770.215
  116580	569.697
  116581	569.697
  116581	75.250
  116582	1063.655
  116582	569.697
  116582	75.250
  116583	1063.655
  116583	569.697
  116583	85.235
  116584	569.697
  116584	73.040
  116584	12.656
  116585	1063.655
  116585	569.697
  116585	73.039
  116586	569.697
  116586	75.250
  116587	1063.655
  116587	569.697
  116588	1063.655
  116588	569.697
  116588	73.039
  116588	10.551
  116589	1063.655
  116589	569.697
  116589	75.250
  116589	9.216
  116590	569.697
  116590	87.535
  116591	1063.655
  116591	569.697
  116591	73.039
  116591	14.816
  116592	73.039
  116592	569.697
  116592	73.039
  116592	12.656
  116593	1063.655
  116593	569.697
  116593	75.250
  116593	2.341
  116594	1063.655
  116594	569.697
  116594	0.000
  116595	75.250
  116595	12.163
  116595	569.697
  116596	400.378
  116596	569.697
  116596	12.628
  116597	1063.655
  116597	569.697
  116597	73.039
  116597	11.427
  116598	1063.655
  116598	569.697
  116598	75.250
  116599	1063.655
  116599	569.697
  116600	75.250
  116600	569.697
  116600	73.039
  116601	73.039
  116601	569.697
  116601	73.039
  116602	75.250
  116602	569.697
  116602	73.039
  116602	0.321
  116603	1770.215
  116603	569.697
  116603	2.341
  116604	1063.655
  116604	569.697
  116604	75.250
  116604	2.484
  116605	1063.655
  116605	75.250
  116605	75.250
  116606	569.697
  116606	73.039
  116607	75.250
  116607	569.697
  116607	15.091
  116608	75.250
  116608	569.697
  116608	75.250
  116608	10.551
  116609	1063.655
  116609	569.697
  116609	85.235
  116610	1063.655
  116610	569.697
  116610	73.039
  116610	14.816
  116611	1063.655
  116611	569.697
  116612	1063.655
  116612	569.697
  116612	73.039
  116613	569.697
  116614	1770.215
  116614	569.697
  116614	10.551
  116615	1063.655
  116615	569.697
  116615	75.250
  116615	10.551
  116616	85.236
  116616	569.697
  116616	73.039
  116616	12.656
  116617	1063.655
  116617	569.697
  116617	73.039
  116618	1063.655
  116618	569.697
  116619	1770.215
  116619	569.697
  116620	1063.655
  116620	569.697
  116620	75.250
  116620	10.551
  116621	1063.655
  116621	569.697
  116621	73.039
  116621	12.656
  116622	1063.655
  116622	569.697
  116622	73.039
  116623	1063.655
  116623	569.697
  116623	75.250
  116624	73.039
  116624	12.656
  116624	569.697
  116624	73.039
  116624	14.816
  116625	1063.655
  116625	569.697
  116625	0.000
  116625	0.000
  116626	1063.655
  116626	569.697
  116626	84.741
  116627	1063.655
  116627	569.697
  116628	1063.655
  116628	569.697
  116629	1063.655
  116629	569.697
  116629	75.250
  116630	1063.655
  116630	569.697
  116630	75.250
  116630	10.551
  116631	1063.655
  116631	569.697
  116631	73.039
  116632	1063.655
  116632	569.697
  116632	73.039
  116632	12.656
  116633	1770.215
  116633	569.697
  116633	12.628
  116634	1770.215
  116634	569.697
  116635	1770.215
  116635	569.697
  116636	1063.655
  116636	569.697
  116636	73.039
  116636	12.656
  116637	1063.655
  116637	569.697
  116637	12.628
  116638	1063.655
  116638	569.697
  116639	1063.655
  116639	569.697
  116639	75.250
  116640	1770.215
  116640	569.697
  116641	1063.655
  116641	569.697
  116641	73.039
  116641	14.816
  116642	229.911
  116642	569.697
  116642	75.250
  116643	1063.655
  116643	569.697
  116643	75.250
  116644	1063.655
  116644	569.697
  116644	75.250
  116645	1063.655
  116645	73.039
  116645	75.250
  116646	1063.655
  116646	569.697
  116646	73.039
  116647	1063.655
  116647	569.697
  116647	75.250
  116647	10.551
  116648	1063.655
  116648	569.697
  116648	84.741
  116649	10.551
  116649	569.697
  116649	75.250
  116649	10.445
  116650	1063.655
  116650	569.697
  116650	85.235
  116651	1063.655
  116651	569.697
  116651	85.236
  116652	1063.655
  116652	569.697
  116652	75.250
  116652	10.551
  116653	1063.655
  116653	569.697
  116654	1063.655
  116654	569.697
  116655	1063.655
  116655	569.697
  116655	84.740
  116656	1063.655
  116656	569.697
  116656	75.250
  116656	10.551
  116657	1063.655
  116657	569.697
  116658	1063.655
  116658	569.697
  116659	1063.655
  116659	569.697
  116659	75.250
  116660	1063.655
  116660	73.039
  116660	14.816
  116661	569.697
  116662	85.235
  116662	569.697
  116663	1063.655
  116663	569.697
  116663	73.039
  116663	12.656
  116664	1063.655
  116664	569.697
  116664	75.250
  116664	12.627
  116665	1063.655
  116665	569.697
  116665	73.039
  116666	1063.655
  116666	569.697
  116666	73.039
  116666	12.627
  116667	569.697
  116667	85.236
  116668	1063.655
  116668	569.697
  116669	569.697
  116669	75.250
  116670	1063.655
  116670	569.697
  116670	84.741
  116671	1770.215
  116671	569.697
  116671	10.445
  116671	2.442
  116672	569.697
  116672	74.516
  116673	1063.655
  116673	73.039
  116673	12.656
  116673	75.250
  116674	1063.655
  116674	569.697
  116674	60.810
  116674	0.000
  116675	1063.655
  116675	569.697
  116675	75.250
  116676	1063.655
  116676	569.697
  116676	75.250
  116677	1063.655
  116677	569.697
  116677	73.039
  116678	1063.655
  116678	569.697
  116678	75.250
  120417	73.039
  120417	569.697
  120417	10.551
  120418	1063.655
  120418	569.697
  120419	1063.655
  120419	569.697
  120419	73.039
  120419	12.656
  120420	1063.655
  120420	569.697
  120420	84.741
  120421	1063.655
  120421	569.697
  120421	2.178
  120422	1063.655
  120422	569.697
  120422	85.235
  120423	569.697
  120423	85.235
  120424	1063.655
  120424	569.697
  120424	75.250
  120425	1063.655
  120425	569.697
  120425	3.190
  120426	1063.655
  120426	569.697
  120427	1063.655
  120427	569.697
  120427	75.250
  120428	1063.655
  120428	569.697
  120428	85.236
  120429	1770.215
  120429	569.697
  120430	1063.655
  120430	569.697
  120431	1063.655
  120431	569.697
  120431	73.039
  120431	12.656
  120432	1063.655
  120432	569.697
  120432	75.250
  120433	1063.655
  120433	569.697
  120433	75.250
  120434	1063.655
  120434	569.697
  120434	84.741
  120435	1063.655
  120435	569.697
  120435	75.250
  120435	10.551
  120436	569.697
  120436	73.039
  120436	12.656
  120437	1063.655
  120437	569.697
  120437	84.741
  120438	1063.655
  120438	569.697
  120438	75.250
  120438	10.445
  120439	1063.655
  120439	569.697
  120439	85.235
  120440	569.697
  120440	85.236
  120441	1063.655
  120441	569.697
  120441	87.534
  120442	1063.655
  120442	569.697
  120443	1063.655
  120443	569.697
  120443	84.741
  120444	1063.655
  120444	569.697
  120444	87.656
  120445	1063.655
  120445	569.697
  120445	75.250
  120445	12.628
  120446	1063.655
  120446	569.697
  120446	73.039
  120447	1063.655
  120447	569.697
  120447	10.551
  120448	1770.215
  120448	569.697
  120449	1063.655
  120449	569.697
  120449	75.250
  120450	1063.655
  120450	569.697
  120450	75.250
  120451	1063.655
  120451	569.697
  120451	84.741
  120452	10.551
  120452	569.697
  120452	75.250
  120453	569.697
  120453	73.038
  120454	1063.655
  120454	569.697
  120454	75.250
  120454	10.551
  120455	75.250
  120455	569.697
  120455	73.039
  120455	12.656
  120456	569.697
  120456	75.250
  120456	12.627
  120457	1063.655
  120457	2.341
  120458	1063.655
  120458	75.250
  120458	2.341
  120458	75.250
  120459	1063.655
  120459	569.697
  120459	73.039
  120459	12.656
  120460	1063.655
  120460	569.697
  120460	73.039
  120460	14.816
  120461	1063.655
  120461	569.697
  120461	73.039
  120461	10.551
  120462	1770.215
  120462	569.697
  120463	1063.655
