# eventID	energy_keV
    5192	569.697
    5192	75.250
    5193	10.551
    5193	569.697
    5193	75.250
    5194	1063.655
    5194	569.697
    5195	1063.655
    5195	569.697
    5195	85.235
    5196	75.250
    5196	569.697
    5196	73.039
    5196	12.656
    5197	1063.655
    5197	569.697
    5198	1063.655
    5198	569.697
    5198	0.000
    5199	1063.655
    5199	569.697
    5200	1063.655
    5200	569.697
    5200	75.250
    5201	1063.655
    5201	569.697
    5201	75.250
    5201	10.551
    5202	1063.655
    5202	73.039
    5202	12.656
    5202	85.235
    5203	73.039
    5203	569.697
    5203	75.250
    5203	10.445
    5204	1063.655
    5204	569.697
    5204	75.250
    5205	75.251
    5205	10.551
    5205	569.697
    5205	75.250
    5206	1063.655
    5206	569.697
    5206	73.039
    5207	1063.655
    5207	569.697
    5208	569.697
    5208	75.250
    5209	1063.655
    5209	569.697
    5210	1063.655
    5210	569.697
    5210	10.551
    5211	1063.655
    5211	569.697
    5212	1063.655
    5212	569.697
    5212	73.039
    5213	1063.655
    5213	569.697
    5213	88.179
    5214	1063.655
    5214	569.697
    5214	73.039
    5214	12.656
    5215	1063.655
    5215	569.697
    5215	12.628
    5216	1063.655
    5216	569.697
    5216	75.250
    5217	1063.655
    5217	569.697
    5217	75.250
    5218	1770.215
    5218	569.697
    5219	1063.655
    5219	569.697
    5219	75.250
    5219	10.551
    5220	1063.655
    5220	569.697
    5220	12.628
    5221	569.697
    5221	75.250
    5221	10.551
    5222	1063.655
    5222	569.697
    5223	1063.655
    5223	569.697
    5224	569.697
    5224	73.039
    5225	569.697
    5225	75.250
    5226	1063.655
    5226	569.697
    5226	75.250
    5227	1063.655
    5227	569.697
    5228	1770.215
    5228	569.697
    5229	1770.215
    5229	569.697
    5230	75.250
    5230	0.000
    5230	569.697
    5231	1063.655
    5231	569.697
    5231	75.250
    5231	2.341
    5232	1063.655
    5232	569.697
    5232	75.250
    5233	1063.655
    5233	569.697
    5233	75.250
    5234	73.039
    5234	569.697
    5234	75.250
    5235	1063.655
    5235	569.697
    5235	73.039
    5236	569.697
    5236	85.235
    5237	1063.655
    5237	569.697
    5237	73.039
    5238	1063.655
    5238	569.697
    5239	1063.655
    5239	569.697
    5239	73.039
    5239	12.656
    5240	1063.655
    5240	569.697
    5240	13.014
    5241	569.697
    5241	75.250
    5242	1063.655
    5242	569.697
    5243	1063.655
    5243	569.697
    5243	73.039
    5243	12.656
    5244	1063.655
    5244	569.697
    5245	1063.655
    5245	569.697
    5245	15.213
    5246	1770.215
    5246	569.697
    5246	10.551
    5247	1063.655
    5247	569.697
    5247	85.236
    5248	1063.655
    5248	569.697
    5248	2.341
    5249	1063.655
    5249	569.697
    5249	87.855
    5250	1063.655
    5250	569.697
    5251	1063.655
    5251	569.697
    5251	85.801
    5252	1063.655
    5252	569.697
    5253	1063.655
    5253	569.697
    5253	85.235
    5254	1063.655
    5254	569.697
    5254	75.250
    5254	0.000
    5255	1063.655
    5255	569.697
    5255	75.250
    5255	12.627
    5256	1063.655
    5256	569.697
    5256	12.656
    5256	10.551
    5257	569.697
    5257	85.236
    5258	1063.655
    5258	569.697
    5259	1063.655
    5259	569.697
    5259	75.250
    5260	1770.215
    5260	569.697
    5260	0.000
    5261	1063.655
    5261	569.697
    5261	75.250
    5262	1063.655
    5262	569.697
    5262	75.250
    5263	1063.655
    5263	569.697
    5264	1770.215
    5264	569.697
    5264	12.298
    5265	1063.655
    5265	569.697
    5265	0.000
    5266	1770.215
    5266	569.697
    5266	10.551
    5267	1063.655
    5267	569.697
    5267	75.250
    5268	569.697
    5268	75.249
    5268	10.551
    5269	1770.215
    5269	569.697
    5270	1063.655
    5270	569.697
    5270	73.039
    5270	12.656
    5271	1770.215
    5271	569.697
    5272	1063.655
    5272	569.697
    5273	10.551
    5273	569.697
    5273	87.656
    5274	1063.655
    5274	569.697
    5274	75.250
    5275	269.144
    5275	569.697
    5275	75.250
    5276	75.250
    5276	10.551
    5276	569.697
    5276	85.235
    5277	1063.655
    5277	569.697
    5277	73.039
    5278	1063.655
    5278	569.697
    5278	73.039
    5279	1063.655
    5279	569.697
    5279	2.341
    5280	1063.655
    5280	569.697
    5280	10.551
    5281	1063.655
    5281	569.697
    5281	85.236
    5282	1770.215
    5282	569.697
    5283	1063.655
    5283	569.697
    5283	73.039
    5283	12.656
    5284	1063.655
    5284	569.697
    5284	72.125
    5285	1063.655
    5285	569.697
    5285	75.250
    5286	1770.215
    5286	569.697
    5286	10.551
    5287	1063.655
    5287	569.697
    5288	1063.655
    5288	87.534
    5288	2.442
    5289	1063.655
    5289	569.697
    5289	75.250
    5290	1063.655
    5290	569.697
    5290	75.250
    5291	1063.655
    5291	569.697
    5291	87.656
    5292	1063.655
    5292	569.697
    5292	0.000
    5293	1063.655
    5293	569.697
    5293	10.551
    5294	1063.655
    5294	569.697
    5294	75.250
    5295	1063.655
    5295	569.697
    5295	73.039
    5296	1063.655
    5296	569.697
    5296	73.039
    5296	2.341
    5297	1063.655
    5297	569.697
    5297	58.621
    5298	1063.655
    5298	569.697
    5298	75.250
    5298	10.551
    5299	1063.655
    5299	569.697
    5299	75.250
    5300	1063.655
    5300	569.697
    5300	73.039
    5300	0.000
    5301	1063.655
    5301	569.697
    5301	75.250
    5302	1063.655
    5302	569.697
    5302	73.039
    5303	569.697
    5303	75.250
    5304	1063.655
    5304	569.697
    5304	73.039
    5304	12.656
    5305	569.697
    5305	75.250
    5305	10.551
    5306	1063.655
    5306	569.697
    5306	73.039
    5307	1063.655
    5307	569.697
    5307	88.203
    5308	88.264
    5308	569.697
    5309	1063.655
    5309	569.697
    5309	73.039
    5309	14.816
    5310	1063.655
    5310	569.697
    5311	1063.655
    5311	569.697
    5312	1063.655
    5312	569.697
    5312	75.250
    5313	1063.655
    5313	569.697
    5313	75.250
    5313	2.442
    5314	1063.655
    5314	569.697
    5314	85.235
    5315	569.697
    5315	75.250
    5316	1770.215
    5316	569.697
    5317	569.697
    5317	73.040
    5318	1063.655
    5318	569.697
    5318	73.039
    5319	1063.655
    5319	569.697
    5320	1063.655
    5320	569.697
    5321	1063.655
    5321	569.697
    5321	85.235
    5322	1063.655
    5322	569.697
    5323	1063.655
    5323	569.697
    5323	75.250
    5323	10.551
    5324	1063.655
    5324	569.697
    5324	85.235
    5325	1063.655
    5325	569.697
    5326	1063.655
    5326	569.697
    5326	73.039
    5326	12.656
    5327	1063.655
    5327	569.697
    5327	73.039
    5328	1063.655
    5328	569.697
    5328	84.741
    5329	1063.655
    5329	569.697
    5329	75.250
    5330	1063.655
    5330	569.697
    5330	84.740
    5331	509.836
    5332	1063.655
    5332	569.697
    5332	75.250
    5333	1063.655
    5333	569.697
    5333	73.039
    5334	1063.655
    5334	569.697
    5334	75.250
    5335	1063.655
    5335	569.697
    5336	1770.215
    5336	569.697
    5336	10.551
    5337	569.697
    5337	75.250
    5337	10.551
    5338	1063.655
    5338	569.697
    5339	1063.655
    5339	569.697
    9078	1063.655
    9078	569.697
    9078	84.741
    9079	1063.655
    9079	569.697
    9079	10.551
    9080	1063.655
    9080	569.697
    9080	75.250
    9080	13.011
    9081	569.697
    9081	73.039
    9081	12.656
    9082	1063.655
    9082	569.697
    9082	75.250
    9083	1063.655
    9083	569.697
    9083	84.741
    9084	1063.655
    9084	569.697
    9084	87.656
    9085	1063.655
    9085	85.235
    9085	75.250
    9086	1063.655
    9086	569.697
    9087	1063.655
    9087	569.697
    9087	73.039
    9088	1063.655
    9088	569.697
    9088	75.250
    9088	10.445
    9089	569.697
    9089	73.039
    9090	1063.655
    9090	569.697
    9090	75.250
    9091	1063.655
    9091	569.697
    9091	10.551
    9092	1770.215
    9092	569.697
    9093	1063.655
    9093	569.697
    9093	85.235
    9094	73.039
    9094	2.442
    9094	569.697
    9095	1063.655
    9095	569.697
    9095	75.250
    9095	1.855
    9096	1063.655
    9096	569.697
    9097	1063.655
    9097	569.697
    9097	73.039
    9097	14.816
    9098	73.039
    9098	569.697
    9098	10.551
    9099	1063.655
    9099	569.697
    9100	73.039
    9100	12.656
    9100	569.697
    9100	75.250
    9101	1063.655
    9101	569.697
    9101	85.235
    9102	1770.215
    9102	569.697
    9102	0.000
    9103	1063.655
    9103	569.697
    9104	569.697
    9104	73.040
    9104	12.656
    9105	1063.655
    9105	569.697
    9106	1063.655
    9106	569.697
    9106	75.250
    9107	1063.655
    9107	569.697
    9107	75.250
    9107	10.551
    9108	85.235
    9108	569.697
    9108	73.039
    9109	1063.655
    9109	569.697
    9109	75.250
    9110	1063.655
    9110	569.697
    9110	73.039
    9111	569.697
    9111	75.250
    9111	10.445
    9112	1063.655
    9112	569.697
    9112	14.816
    9113	1063.655
    9113	569.697
    9113	85.235
    9114	569.697
    9114	87.534
    9115	73.039
    9115	569.697
    9115	75.250
    9116	1770.215
    9116	569.697
    9116	12.792
    9117	1063.655
    9117	569.697
    9117	73.039
    9118	1063.655
