0.05217369	6.43393119
0.054712478	4.775608852
0.058048986	4.69385349
0.061473127	5.107583144
0.064859692	4.280710816
0.06870281	4.538311574
0.072960391	4.119259844
0.076760049	4.252790628
0.080553021	3.693221514
0.085045752	4.356214076
0.0892201	3.436899767
0.093474291	3.527153107
0.100306734	3.377020858
0.107360093	3.325594589
0.112641189	3.42172033
0.118420928	2.872248724
0.124017999	3.083848361
0.13011535	2.810604152
0.136727083	2.617839798
0.143544222	2.691330447
0.149749565	2.437405874
0.164213536	2.338889374
0.180244244	1.924997116
0.188860278	2.00105724
0.198135386	1.989943155
0.207851465	1.762960975
0.218059018	1.770116803
0.228751707	1.648100324
0.239273467	1.508362083
0.250605558	1.472087279
0.263484045	1.307911201
0.276869876	1.373658691
0.290455122	1.24164148
0.304707093	1.085762873
0.319658229	1.049289691
0.335342249	1.035884217
0.351795362	0.929708512
0.369055561	0.858261305
0.387162437	0.768926243
0.406157328	0.727070248
0.42608322	0.699989691
0.446985906	0.63660673
0.468913833	0.564304744
0.491916183	0.570578472
0.512618743	0.434003358
0.550264606	0.434421416
0.593183665	0.350314847
0.622277984	0.349378628
0.652797968	0.291602157
0.684814642	0.264422637
0.718399402	0.246033207
0.75362947	0.21419671
0.788829042	0.185215887
0.823001139	0.182223992
0.858691911	0.147393486
0.896884283	0.138131141
0.936771819	0.123522966
0.97843193	0.104790567
1.019675935	0.095998184
1.060394728	0.082114638
1.105188898	0.072897999
1.151768358	0.064403421
1.19510246	0.058100698
1.237419643	0.050606905
1.28123371	0.04395536
1.326595156	0.040087623
1.373557745	0.034899898
